EmployeeID,JoinDate,Department,Location,Age,Gender,Education,ExperienceYears,IsRemote,HasMentorAssigned,HasManagerMeetingScheduled,HRIntroCompleted,DeviceDeliveredOnTime,LoggedInFirstWeek,AttendedWelcomeSession,TotalDaysActive,Churned
EMP1271,08-04-2024,Engineering,India,48,Male,Masters,9,1,1,1,1,1,1,1,507,0
EMP1272,26-05-2024,Sales,India,41,Male,Bachelors,2,0,1,1,1,1,1,1,459,0
EMP1273,30-10-2024,HR,Canada,43,Female,Bachelors,5,1,1,1,1,1,1,1,302,0
EMP1274,26-07-2024,Finance,Germany,36,Male,PhD,12,0,1,1,0,0,1,1,398,1
EMP1275,10-05-2024,Sales,Canada,45,Female,Bachelors,14,0,0,1,1,0,0,1,475,1
EMP1276,31-05-2024,HR,Canada,28,Female,Bachelors,6,0,0,0,1,0,1,1,454,1
EMP1277,23-02-2024,Sales,Singapore,32,Female,Bachelors,6,0,0,0,1,1,0,1,552,1
EMP1278,29-04-2024,Product,Canada,28,Male,Bachelors,1,0,1,1,1,1,1,1,486,0
EMP1279,09-06-2024,Finance,Singapore,25,Female,Masters,13,1,0,1,1,0,1,1,445,0
EMP1280,25-04-2024,Engineering,India,46,Female,Bachelors,2,1,0,1,1,1,1,1,490,0
EMP1281,15-03-2024,Engineering,India,33,Female,Bachelors,11,0,0,1,1,1,1,1,531,0
EMP1282,22-04-2024,HR,Canada,47,Male,Masters,9,1,1,0,1,1,0,1,493,0
EMP1283,13-04-2024,Marketing,India,27,Female,Masters,9,0,0,1,1,1,0,0,502,1
EMP1284,05-12-2024,Product,Germany,35,Male,PhD,14,1,1,1,1,1,1,1,266,0
EMP1285,10-09-2024,HR,Singapore,33,Male,Masters,3,0,0,1,1,0,1,1,352,0
EMP1286,14-08-2024,Marketing,Singapore,32,Male,Bachelors,6,1,1,1,1,1,1,0,379,0
EMP1287,21-04-2024,Sales,Canada,40,Male,Bachelors,1,0,1,0,1,1,1,1,494,0
EMP1288,08-04-2024,Product,India,42,Female,Bachelors,2,0,1,1,1,1,1,1,507,0
EMP1289,01-06-2024,Sales,US,26,Female,Bachelors,6,0,1,0,0,1,1,1,453,0
EMP1290,14-12-2024,Finance,Singapore,35,Female,Masters,6,0,1,0,0,1,1,0,257,1
EMP1291,31-12-2024,Product,Canada,42,Female,Masters,14,0,1,1,1,0,0,1,240,0
EMP1292,03-12-2024,Marketing,Canada,45,Female,Bachelors,9,0,1,1,1,1,1,0,268,0
EMP1293,12-07-2024,Finance,Germany,37,Male,Bachelors,2,1,1,1,1,1,0,1,412,0
EMP1294,05-11-2024,Engineering,UK,46,Female,Bachelors,11,1,0,1,1,1,1,1,296,0
EMP1295,11-06-2024,Marketing,UK,34,Female,Masters,0,1,1,1,1,1,1,1,443,0
EMP1296,26-07-2024,HR,Singapore,46,Male,Bachelors,11,1,0,1,1,1,1,1,398,0
EMP1297,17-06-2024,Engineering,Germany,43,Female,Masters,2,1,1,0,1,1,0,0,437,1
EMP1298,09-06-2024,Engineering,Germany,43,Male,Masters,4,0,1,1,0,1,0,1,445,1
EMP1299,08-03-2024,HR,Germany,46,Male,Masters,6,0,1,1,1,1,1,1,538,0
EMP1300,15-10-2024,Product,Singapore,41,Male,Masters,3,1,1,1,1,1,1,0,317,0
EMP1301,03-10-2024,Engineering,UK,43,Female,Masters,12,1,1,0,0,1,1,1,329,1
EMP1302,30-10-2024,Marketing,Germany,25,Female,Bachelors,12,0,1,0,1,1,1,1,302,0
EMP1303,14-05-2024,Finance,India,32,Female,Bachelors,10,0,1,1,1,1,0,1,471,0
EMP1304,13-07-2024,Engineering,Canada,38,Male,Bachelors,10,0,0,1,1,1,1,0,411,0
EMP1305,07-05-2024,Marketing,Canada,28,Female,Bachelors,14,1,1,1,1,0,1,1,478,0
EMP1306,02-02-2024,Sales,US,35,Male,PhD,0,0,1,1,0,1,1,1,573,0
EMP1307,24-06-2024,Marketing,US,47,Female,Bachelors,5,1,1,1,0,1,1,0,430,1
EMP1308,22-01-2024,Finance,Singapore,32,Female,Masters,1,1,1,1,1,1,1,0,584,0
EMP1309,25-08-2024,Marketing,Singapore,49,Male,Bachelors,11,0,0,1,1,1,0,0,368,1
EMP1310,06-06-2024,HR,Canada,43,Male,Bachelors,2,0,0,0,1,0,0,1,448,1
EMP1311,07-02-2024,Finance,India,30,Female,Masters,3,0,1,1,1,0,1,1,568,0
EMP1312,17-08-2024,Product,UK,44,Male,Bachelors,5,0,1,1,1,1,1,1,376,0
EMP1313,30-12-2024,Sales,UK,34,Female,Bachelors,5,0,1,0,0,1,0,0,241,1
EMP1314,20-02-2024,HR,Singapore,44,Female,Bachelors,6,1,1,0,1,1,1,1,555,0
EMP1315,20-09-2024,Product,India,39,Female,Masters,4,0,1,0,1,0,0,1,342,1
EMP1316,09-10-2024,Marketing,Singapore,49,Male,Bachelors,6,0,0,1,1,1,1,0,323,0
EMP1317,27-01-2024,Finance,UK,32,Male,Bachelors,1,0,0,1,0,1,0,1,579,1
EMP1318,13-08-2024,Sales,Singapore,36,Female,Bachelors,0,1,0,1,1,1,1,0,380,0
EMP1319,03-10-2024,HR,Germany,46,Female,Masters,11,0,1,1,0,1,1,1,329,0
EMP1320,12-10-2024,Product,Singapore,47,Female,Masters,9,1,0,1,1,1,0,1,320,0
EMP1321,06-04-2024,Product,Canada,46,Male,Bachelors,7,0,1,0,1,0,0,1,509,1
EMP1322,10-10-2024,Sales,Singapore,43,Male,Bachelors,0,0,1,0,0,0,1,1,322,1
EMP1323,12-11-2024,Marketing,Canada,40,Female,Masters,11,0,1,1,1,1,1,1,289,0
EMP1324,30-10-2024,Sales,India,22,Male,Bachelors,1,0,0,1,1,1,0,0,302,1
EMP1325,26-05-2024,Product,UK,25,Female,Bachelors,10,0,0,1,1,1,1,1,459,0
EMP1326,04-01-2024,Engineering,US,35,Female,Bachelors,11,0,1,1,1,1,1,1,602,0
EMP1327,04-02-2024,HR,US,35,Male,Masters,9,0,1,1,1,1,1,1,571,0
EMP1328,10-07-2024,Sales,UK,24,Female,Bachelors,5,0,1,1,1,1,1,0,414,0
EMP1329,18-02-2024,Product,US,49,Female,Bachelors,0,0,1,0,0,0,1,0,557,1
EMP1330,17-01-2024,Marketing,Singapore,38,Female,Masters,9,1,1,1,1,1,1,1,589,0
EMP1331,20-06-2024,Product,India,24,Female,Masters,2,0,1,0,0,0,1,0,434,1
EMP1332,07-08-2024,Marketing,India,37,Female,Bachelors,6,0,1,1,1,1,0,0,386,0
EMP1333,06-06-2024,Sales,UK,35,Female,Bachelors,11,1,1,0,1,1,1,1,448,0
EMP1334,15-02-2024,Marketing,US,41,Female,Masters,7,1,1,1,0,1,0,1,560,1
EMP1335,06-01-2024,Finance,Singapore,34,Female,PhD,3,1,1,1,0,0,1,1,600,1
EMP1336,08-04-2024,Finance,India,36,Female,Masters,11,0,1,1,1,0,1,1,507,0
EMP1337,20-08-2024,Finance,India,35,Female,Bachelors,2,1,1,1,1,1,1,1,373,0
EMP1338,06-02-2024,Engineering,Germany,45,Male,Bachelors,0,0,1,1,1,1,1,0,569,0
EMP1339,06-10-2024,Sales,Germany,46,Female,Masters,11,0,1,1,1,1,0,1,326,0
EMP1340,14-12-2024,Product,India,40,Female,Masters,8,1,1,1,1,1,1,1,257,0
EMP1341,28-10-2024,Product,UK,27,Male,Bachelors,9,0,1,1,1,0,1,1,304,0
EMP1342,29-06-2024,Engineering,Canada,31,Male,Bachelors,5,0,0,0,1,1,1,1,425,0
EMP1343,04-04-2024,Marketing,Canada,48,Male,Masters,5,0,0,1,1,1,1,0,511,0
EMP1344,08-04-2024,Engineering,Singapore,36,Female,Bachelors,8,1,0,1,0,0,1,1,507,1
EMP1345,06-07-2024,Marketing,India,42,Female,Bachelors,0,0,1,1,1,1,1,1,418,0
EMP1346,25-04-2024,Marketing,India,43,Female,Bachelors,5,0,1,1,1,1,0,1,490,0
EMP1347,09-07-2024,HR,India,41,Female,Bachelors,11,0,0,0,0,1,1,0,415,1
EMP1348,09-09-2024,Product,UK,47,Female,Bachelors,4,0,0,1,0,1,1,0,353,1
EMP1349,09-06-2024,Finance,Germany,27,Female,Masters,12,1,1,1,1,1,1,1,445,0
EMP1350,12-09-2024,Marketing,India,44,Female,Bachelors,10,0,0,0,1,0,1,1,350,1
EMP1351,18-11-2024,HR,India,46,Female,Bachelors,14,0,0,1,0,1,0,1,283,1
EMP1352,07-05-2024,Product,US,31,Male,Bachelors,5,1,1,1,0,1,1,0,478,1
EMP1353,18-01-2024,Finance,UK,28,Female,Bachelors,13,0,0,0,0,1,1,1,588,1
EMP1354,07-10-2024,Marketing,Singapore,43,Female,Bachelors,10,0,0,0,1,1,0,1,325,1
EMP1355,10-08-2024,Marketing,India,38,Female,Bachelors,7,1,1,1,1,1,1,1,383,0
EMP1356,23-02-2024,Engineering,US,39,Female,Masters,4,0,1,0,1,1,1,1,552,0
EMP1357,27-02-2024,Engineering,Canada,38,Male,Bachelors,1,0,1,1,0,1,1,1,548,0
EMP1358,18-11-2024,Product,Singapore,30,Female,Bachelors,11,1,0,1,1,1,1,1,283,0
EMP1359,25-12-2024,Finance,India,31,Female,Bachelors,11,1,1,1,0,0,1,0,246,1
EMP1360,22-06-2024,Marketing,India,31,Female,Bachelors,1,1,1,1,1,1,1,0,432,0
EMP1361,06-10-2024,Product,US,46,Male,Masters,9,1,0,1,1,0,0,1,326,1
EMP1362,23-04-2024,Product,UK,28,Female,Bachelors,4,1,0,1,1,1,1,1,492,0
EMP1363,14-10-2024,Sales,India,37,Male,Masters,2,1,0,1,1,1,0,1,318,0
EMP1364,07-12-2024,Engineering,Canada,39,Male,Bachelors,9,1,1,1,0,0,0,1,264,1
EMP1365,30-05-2024,Finance,India,27,Female,Masters,2,0,1,1,1,1,1,1,455,0
EMP1366,06-05-2024,Marketing,Canada,48,Female,Bachelors,7,0,1,1,1,1,1,0,479,0
EMP1367,03-06-2024,Product,Singapore,41,Female,Masters,6,1,1,0,1,0,1,1,451,0
EMP1368,29-09-2024,Marketing,Singapore,22,Male,Bachelors,0,0,1,1,1,1,1,1,333,0
EMP1369,13-04-2024,Sales,Germany,22,Male,Bachelors,11,0,1,1,1,1,0,1,502,0
EMP1370,25-10-2024,Finance,Germany,33,Male,Masters,12,0,1,1,1,0,1,0,307,0
EMP1371,02-09-2024,Product,Canada,42,Male,Masters,11,0,0,0,1,1,1,0,360,1
EMP1372,24-06-2024,Marketing,UK,49,Male,Bachelors,4,0,1,1,1,0,1,1,430,0
EMP1373,08-02-2024,Engineering,India,23,Female,Bachelors,8,1,1,1,1,0,1,0,567,1
EMP1374,18-06-2024,Sales,India,25,Male,Bachelors,3,1,1,1,0,1,1,0,436,1
EMP1375,03-09-2024,Finance,Germany,38,Female,Masters,0,1,1,1,1,1,0,0,359,1
EMP1376,26-01-2024,Sales,Canada,25,Female,Bachelors,7,1,1,1,1,1,1,0,580,0
EMP1377,20-12-2024,Engineering,India,32,Female,Bachelors,4,0,1,1,1,1,1,1,251,0
EMP1378,01-11-2024,Finance,India,43,Male,Masters,1,0,0,1,1,1,1,1,300,0
EMP1379,13-01-2024,Sales,UK,47,Female,Masters,14,0,1,0,0,1,0,1,593,1
EMP1380,11-11-2024,HR,US,25,Female,Masters,11,0,1,1,1,1,1,1,290,0
EMP1381,08-11-2024,Engineering,Germany,22,Male,Masters,0,0,1,0,1,0,0,1,293,1
EMP1382,05-02-2024,Engineering,Germany,28,Female,Masters,13,0,0,1,1,0,1,1,570,0
EMP1383,21-06-2024,Engineering,US,39,Male,Bachelors,11,0,0,0,1,1,1,1,433,0
EMP1384,20-01-2024,HR,India,30,Male,Bachelors,11,0,1,1,1,0,1,1,586,0
EMP1385,16-11-2024,HR,UK,24,Male,Masters,11,1,1,1,1,1,1,1,285,0
EMP1386,20-09-2024,Marketing,UK,29,Female,Bachelors,2,0,1,1,1,1,1,1,342,0
EMP1387,21-05-2024,Product,Germany,45,Male,Masters,8,0,1,1,1,1,1,1,464,0
EMP1388,22-05-2024,Sales,UK,40,Female,Bachelors,0,0,1,1,1,0,1,1,463,0
EMP1389,01-04-2024,Marketing,Singapore,25,Male,Bachelors,3,0,1,0,1,1,1,1,514,0
EMP1390,19-12-2024,Sales,US,39,Male,Masters,7,0,0,1,1,0,1,1,252,0
EMP1391,17-11-2024,Product,India,41,Female,Masters,7,0,0,1,1,1,1,1,284,0
EMP1392,14-10-2024,HR,Singapore,48,Male,Bachelors,9,0,1,0,0,1,1,1,318,0
EMP1393,02-08-2024,Product,US,32,Male,Masters,11,1,1,0,1,1,0,1,391,0
EMP1394,07-12-2024,HR,Canada,48,Female,Masters,10,0,1,1,1,1,1,1,264,0
EMP1395,20-02-2024,Product,Germany,35,Female,Bachelors,12,1,1,0,1,1,0,0,555,1
EMP1396,01-06-2024,Marketing,UK,46,Male,Bachelors,10,1,0,1,0,1,0,1,453,1
EMP1397,04-07-2024,Finance,Canada,39,Male,Masters,7,0,1,0,1,1,0,0,420,1
EMP1398,03-03-2024,Marketing,UK,49,Male,Masters,9,1,1,1,1,1,1,1,543,0
EMP1399,08-07-2024,Sales,Singapore,49,Female,Bachelors,7,0,1,0,1,1,1,1,416,0
EMP1400,04-05-2024,Marketing,India,37,Female,Masters,3,0,0,1,1,1,0,1,481,0
EMP1401,29-05-2024,Engineering,India,24,Male,Masters,7,0,1,1,1,1,1,1,456,0
EMP1402,09-11-2024,Sales,India,36,Female,Bachelors,8,1,1,1,1,1,1,1,292,0
EMP1403,27-02-2024,Product,UK,48,Female,Masters,6,0,1,1,1,0,1,0,548,0
EMP1404,07-12-2024,Sales,Canada,48,Male,Bachelors,13,1,1,1,1,1,1,1,264,0
EMP1405,31-10-2024,Finance,India,25,Male,Bachelors,11,1,0,0,1,1,0,1,301,1
EMP1406,28-06-2024,HR,Canada,26,Male,Masters,1,1,0,0,1,1,1,1,426,0
EMP1407,18-06-2024,Product,UK,38,Male,Masters,8,0,0,0,0,1,1,1,436,1
EMP1408,21-11-2024,Sales,Singapore,28,Male,Masters,10,1,1,1,0,1,1,1,280,0
EMP1409,27-09-2024,Product,Canada,37,Female,Bachelors,7,0,1,1,1,0,1,1,335,0
EMP1410,23-02-2024,Product,Singapore,35,Male,Bachelors,12,0,1,1,1,1,1,1,552,0
EMP1411,10-04-2024,Product,UK,47,Male,Bachelors,4,1,0,1,1,1,1,1,505,0
EMP1412,20-09-2024,HR,UK,37,Female,Bachelors,14,1,1,1,1,1,1,1,342,0
EMP1413,22-02-2024,Marketing,Germany,28,Male,Bachelors,11,0,1,1,1,1,1,0,553,0
EMP1414,29-02-2024,Product,UK,30,Female,Bachelors,2,0,0,1,1,1,0,1,546,0
EMP1415,17-04-2024,Engineering,UK,25,Female,Bachelors,6,0,1,1,1,0,1,1,498,0
EMP1416,05-01-2024,Finance,US,43,Female,Masters,13,0,0,0,1,1,1,1,601,0
EMP1417,12-04-2024,HR,India,32,Female,Bachelors,13,0,0,1,1,1,1,0,503,0
EMP1418,14-07-2024,Sales,Germany,23,Female,Bachelors,14,0,0,1,1,1,1,1,410,0
EMP1419,18-09-2024,HR,Germany,33,Female,Bachelors,1,0,1,1,1,1,0,1,344,0
EMP1420,30-12-2024,Sales,Germany,33,Male,Bachelors,12,1,1,1,0,1,0,1,241,1
EMP1421,15-12-2024,HR,US,25,Male,Bachelors,2,0,1,1,1,1,1,1,256,0
EMP1422,16-02-2024,Sales,Singapore,39,Female,Bachelors,11,1,1,1,0,0,1,1,559,1
EMP1423,20-12-2024,Product,UK,47,Male,Masters,8,1,1,0,1,1,1,1,251,0
EMP1424,06-11-2024,Marketing,India,42,Male,Bachelors,3,0,1,1,1,1,1,1,295,0
EMP1425,03-11-2024,Sales,Canada,28,Male,Masters,3,0,0,1,0,1,1,1,298,1
EMP1426,23-05-2024,Sales,Singapore,22,Male,PhD,2,0,1,1,1,1,0,1,462,0
EMP1427,25-09-2024,Engineering,UK,47,Male,Masters,4,1,1,1,1,1,1,1,337,0
EMP1428,03-05-2024,Sales,US,47,Male,Bachelors,2,0,0,0,1,1,0,1,482,1
EMP1429,15-04-2024,Engineering,UK,44,Male,Masters,8,0,1,1,0,1,0,1,500,1
EMP1430,06-06-2024,Finance,UK,47,Male,Bachelors,14,0,1,1,1,1,1,0,448,0
EMP1431,26-05-2024,Product,US,34,Male,Bachelors,2,0,0,1,1,1,1,1,459,0
EMP1432,24-05-2024,Engineering,Germany,27,Female,Masters,1,0,1,1,1,1,1,1,461,0
EMP1433,29-04-2024,Marketing,Germany,27,Male,Masters,11,1,0,0,0,1,1,1,486,1
EMP1434,14-11-2024,Product,India,33,Male,Bachelors,4,0,1,0,1,1,1,1,287,0
EMP1435,01-10-2024,Engineering,India,29,Female,Bachelors,5,1,0,1,1,1,0,1,331,0
EMP1436,01-04-2024,Product,Germany,45,Male,Bachelors,0,1,0,1,1,0,1,1,514,0
EMP1437,27-02-2024,Product,Singapore,43,Female,Bachelors,13,0,0,1,1,1,1,1,548,0
EMP1438,11-12-2024,Product,Canada,40,Male,Bachelors,11,0,1,1,1,1,1,1,260,0
EMP1439,16-08-2024,Finance,UK,26,Male,PhD,10,1,1,0,1,1,1,1,377,0
EMP1440,26-04-2024,Marketing,Canada,39,Female,Masters,5,1,0,0,1,1,1,1,489,0
EMP1441,13-11-2024,HR,UK,26,Male,Masters,9,0,0,1,0,1,0,0,288,1
EMP1442,05-10-2024,HR,Germany,46,Female,Bachelors,2,1,1,1,0,1,1,1,327,0
EMP1443,06-05-2024,Engineering,India,31,Female,Masters,3,0,1,1,1,1,1,1,479,0
EMP1444,08-05-2024,Product,Singapore,22,Male,Masters,5,0,1,1,0,1,0,1,477,1
EMP1445,27-02-2024,Engineering,India,31,Female,Masters,7,0,0,1,1,1,1,0,548,0
EMP1446,01-05-2024,Finance,Canada,26,Female,Bachelors,14,0,1,0,0,1,1,1,484,0
EMP1447,01-01-2024,Finance,India,33,Female,Bachelors,8,0,1,1,1,0,1,1,605,0
EMP1448,26-08-2024,Sales,Germany,43,Male,Bachelors,5,0,1,0,1,1,1,1,367,0
EMP1449,16-10-2024,Finance,Singapore,48,Female,Bachelors,6,0,1,1,1,1,1,1,316,0
EMP1450,05-04-2024,Sales,Canada,28,Female,Masters,14,0,0,1,1,1,1,1,510,0
EMP1451,05-05-2024,Marketing,Singapore,30,Male,Masters,13,1,0,1,1,1,1,0,480,0
EMP1452,27-04-2024,Engineering,UK,43,Female,Bachelors,4,1,1,1,1,1,1,1,488,0
EMP1453,17-02-2024,Marketing,India,42,Male,Bachelors,13,0,1,1,1,1,1,1,558,0
EMP1454,29-03-2024,Finance,Singapore,33,Female,Bachelors,11,0,1,1,1,0,1,1,517,0
EMP1455,24-08-2024,Marketing,US,44,Female,Bachelors,14,0,1,0,0,1,1,0,369,1
EMP1456,28-09-2024,Marketing,India,22,Male,Bachelors,8,0,1,0,1,1,1,1,334,0
EMP1457,07-07-2024,Marketing,UK,32,Male,Masters,3,0,1,1,0,0,1,1,417,1
EMP1458,10-07-2024,Finance,Singapore,42,Male,Bachelors,9,0,1,1,0,1,1,1,414,0
EMP1459,09-03-2024,Product,Canada,36,Female,Masters,10,1,0,1,1,1,1,1,537,0
EMP1460,04-10-2024,Marketing,UK,23,Female,Bachelors,5,1,0,0,1,1,1,0,328,1
EMP1461,14-12-2024,Sales,US,41,Male,Bachelors,4,0,1,1,1,0,0,1,257,1
EMP1462,03-09-2024,Finance,Singapore,28,Male,Bachelors,0,1,0,0,1,1,1,1,359,0
EMP1463,16-03-2024,Marketing,Germany,42,Female,Masters,4,0,0,1,1,1,0,1,530,0
EMP1464,02-06-2024,Product,India,33,Male,Bachelors,12,0,0,1,1,1,1,0,452,0
EMP1465,23-05-2024,Finance,Canada,43,Male,Masters,4,1,0,1,1,1,0,0,462,1
EMP1466,26-03-2024,HR,Germany,39,Male,Bachelors,13,0,0,1,1,1,1,1,520,0
EMP1467,03-07-2024,Product,Singapore,24,Female,Masters,8,0,1,1,1,1,1,1,421,0
EMP1468,11-10-2024,Sales,Singapore,28,Male,Masters,0,1,1,0,1,1,1,1,321,0
EMP1469,07-08-2024,Marketing,UK,32,Female,Bachelors,14,1,1,1,1,1,1,0,386,0
EMP1470,09-03-2024,HR,Singapore,39,Female,Masters,4,1,1,0,1,1,0,1,537,0
EMP1471,16-02-2024,HR,Canada,33,Female,Bachelors,14,1,1,1,1,1,1,1,559,0
EMP1472,03-04-2024,Finance,Germany,27,Female,Masters,6,1,0,1,1,1,1,1,512,0
EMP1473,25-08-2024,HR,Canada,26,Female,Bachelors,10,0,1,1,0,1,1,1,368,0
EMP1474,22-07-2024,Sales,US,47,Female,Bachelors,5,0,0,1,1,1,0,1,402,0
EMP1475,05-08-2024,Sales,US,22,Female,Masters,5,0,1,0,1,1,1,1,388,0
EMP1476,06-12-2024,Engineering,India,33,Male,Masters,11,0,1,1,1,0,1,0,265,1
EMP1477,08-02-2024,Sales,India,48,Female,Bachelors,6,0,1,1,1,1,0,1,567,0
EMP1478,09-04-2024,Product,US,47,Male,Masters,5,0,1,1,1,1,1,0,506,0
EMP1479,15-10-2024,HR,Singapore,32,Male,Bachelors,4,0,1,1,1,1,1,1,317,0
EMP1480,10-09-2024,Sales,Canada,25,Male,Bachelors,9,0,1,1,1,1,1,1,352,0
EMP1481,09-08-2024,Finance,US,48,Male,Masters,4,1,0,1,1,1,1,1,384,0
EMP1482,22-12-2024,Engineering,India,39,Male,Bachelors,8,0,1,1,0,1,1,0,249,1
EMP1483,23-01-2024,HR,US,25,Female,Bachelors,13,0,1,0,0,1,1,1,583,1
EMP1484,06-09-2024,Engineering,Singapore,38,Female,Masters,7,1,1,1,1,1,1,0,356,0
EMP1485,10-01-2024,HR,US,23,Male,Bachelors,13,1,0,1,1,0,1,1,596,0
EMP1486,02-09-2024,Finance,Canada,45,Male,Masters,11,0,1,1,1,1,1,0,360,0
EMP1487,20-11-2024,Engineering,Germany,43,Female,Bachelors,14,0,0,1,0,1,1,1,281,0
EMP1488,09-04-2024,Marketing,Singapore,23,Female,Bachelors,9,0,0,1,1,1,0,1,506,0
EMP1489,16-10-2024,Product,India,33,Female,Bachelors,13,0,1,0,1,1,1,0,316,0
EMP1490,28-06-2024,Product,Canada,27,Female,Masters,3,0,0,0,1,1,1,1,426,0
EMP1491,10-08-2024,HR,US,31,Male,Masters,3,0,1,0,1,1,1,1,383,0
EMP1492,06-09-2024,Marketing,US,46,Male,Bachelors,9,0,1,1,1,1,1,1,356,0
EMP1493,26-05-2024,Engineering,Germany,44,Female,Bachelors,4,0,1,1,1,1,1,1,459,0
EMP1494,05-04-2024,Marketing,India,46,Female,Masters,12,0,1,1,1,1,0,1,510,0
EMP1495,13-09-2024,Marketing,India,42,Female,Bachelors,12,1,1,0,1,1,1,1,349,0
EMP1496,20-11-2024,Engineering,UK,44,Female,Masters,2,1,1,1,1,1,0,1,281,0
EMP1497,04-01-2024,Finance,India,48,Male,Bachelors,14,0,1,1,1,1,1,1,602,0
EMP1498,16-01-2024,Marketing,Germany,37,Female,Masters,7,0,1,1,1,1,0,1,590,0
EMP1499,06-10-2024,Marketing,UK,35,Male,Bachelors,6,0,1,1,0,1,1,1,326,0
EMP1500,01-12-2024,Finance,UK,28,Female,Masters,4,0,0,1,1,1,1,1,270,0
EMP1501,03-09-2024,Marketing,US,49,Male,Masters,9,0,1,1,1,1,0,0,359,1
EMP1502,14-09-2024,Marketing,US,49,Male,Bachelors,2,0,0,1,1,1,1,1,348,0
EMP1503,08-06-2024,Marketing,India,40,Female,Bachelors,14,0,0,1,0,1,1,1,446,0
EMP1504,05-12-2024,Product,UK,44,Female,Masters,4,0,0,0,1,1,1,1,266,0
EMP1505,31-05-2024,Sales,US,38,Female,Masters,2,0,1,1,0,1,1,0,454,1
EMP1506,26-06-2024,Finance,Germany,30,Female,Bachelors,9,0,1,1,1,1,1,1,428,0
EMP1507,11-06-2024,Marketing,US,47,Female,Bachelors,4,0,0,0,1,1,1,1,443,0
EMP1508,02-02-2024,Product,Singapore,34,Female,Masters,0,0,1,1,1,1,1,1,573,0
EMP1509,27-06-2024,Finance,Singapore,43,Male,Bachelors,5,0,1,1,1,1,1,1,427,0
EMP1510,10-04-2024,HR,US,26,Male,Masters,9,0,1,0,1,1,1,1,505,0
EMP1511,24-09-2024,HR,UK,44,Female,Bachelors,3,0,1,1,1,0,1,1,338,0
EMP1512,18-11-2024,Marketing,UK,26,Male,Masters,3,0,1,1,1,1,1,1,283,0
EMP1513,05-03-2024,Product,Canada,31,Male,Masters,7,0,1,1,0,0,0,1,541,1
EMP1514,16-06-2024,Product,Singapore,42,Male,PhD,1,0,1,0,1,1,1,0,438,0
EMP1515,25-11-2024,Finance,Germany,48,Male,Bachelors,3,0,1,1,1,1,1,1,276,0
EMP1516,12-02-2024,Finance,UK,31,Male,Masters,14,0,0,0,1,1,0,1,563,1
EMP1517,13-02-2024,Product,India,48,Male,Bachelors,1,0,1,1,1,1,1,1,562,0
EMP1518,11-10-2024,Finance,Singapore,28,Female,Bachelors,0,1,1,0,1,1,0,1,321,0
EMP1519,12-01-2024,Product,Germany,47,Female,Bachelors,9,1,1,1,1,1,1,0,594,0
EMP1520,04-04-2024,Sales,Germany,36,Female,Bachelors,12,1,1,0,1,1,1,1,511,0
EMP1521,28-10-2024,Product,UK,28,Male,Masters,12,0,1,0,1,0,1,1,304,0
EMP1522,09-09-2024,HR,Germany,48,Female,Bachelors,2,1,0,0,1,1,1,1,353,0
EMP1523,29-08-2024,Finance,UK,36,Female,Masters,11,0,1,1,0,1,1,1,364,0
EMP1524,04-02-2024,Product,US,24,Male,Masters,7,0,0,1,1,0,0,0,571,1
EMP1525,02-08-2024,Product,Singapore,40,Female,Masters,5,0,1,0,1,1,1,0,391,0
EMP1526,02-12-2024,Finance,Canada,31,Female,Bachelors,11,1,1,1,1,1,1,1,269,0
EMP1527,30-03-2024,Sales,US,49,Male,Bachelors,6,0,0,1,1,1,1,0,516,0
EMP1528,20-09-2024,Sales,Singapore,36,Male,Masters,1,1,1,1,1,1,1,0,342,0
EMP1529,02-04-2024,Finance,UK,24,Female,Bachelors,5,0,1,0,1,1,1,1,513,0
EMP1530,30-03-2024,Engineering,Singapore,27,Male,Bachelors,13,0,0,1,1,1,1,1,516,0
EMP1531,24-04-2024,Finance,UK,33,Male,Bachelors,7,0,1,1,0,1,1,1,491,0
EMP1532,14-04-2024,Finance,US,36,Female,Bachelors,7,0,1,1,1,1,1,0,501,0
EMP1533,14-07-2024,Sales,India,27,Male,Masters,3,0,1,1,1,1,0,1,410,0
EMP1534,09-11-2024,Sales,India,34,Male,Bachelors,5,0,0,0,1,1,1,0,292,1
EMP1535,23-04-2024,Finance,Singapore,40,Female,Bachelors,13,0,1,1,1,1,1,1,492,0
EMP1536,15-03-2024,Finance,India,24,Male,Bachelors,4,0,1,0,0,0,1,1,531,1
EMP1537,04-08-2024,Finance,UK,29,Female,Bachelors,8,0,0,1,1,0,1,1,389,0
EMP1538,03-10-2024,Sales,Germany,29,Male,Bachelors,7,1,0,0,1,0,1,1,329,1
EMP1539,05-09-2024,Finance,UK,44,Male,Bachelors,1,0,1,1,0,1,1,0,357,1
EMP1540,12-06-2024,Finance,Germany,47,Female,Bachelors,11,0,1,0,1,1,1,0,442,0
EMP1541,22-12-2024,Marketing,US,41,Male,Masters,12,0,0,1,1,0,1,1,249,0
EMP1542,10-07-2024,Engineering,Canada,36,Female,Bachelors,6,0,1,1,1,1,1,1,414,0
EMP1543,14-08-2024,HR,Germany,25,Female,Bachelors,6,1,1,1,1,0,1,1,379,0
EMP1544,25-06-2024,Engineering,India,40,Female,Bachelors,10,1,1,0,1,1,1,0,429,0
